id,id_externo,id_pedido_raw,id_producto_raw,id_ref_raw,nombre_linea,cantidad,precio_unitario,descuento_pct,iva_pct,total_linea,raw_json,inserted_at,id_pedido,id_pedido_estado,id_pedido_linea_origen,id_producto_referencia,ean,referencia,nombre,precio_unit,dto,subtotal,fecha_limite,fecha_completado,fecha_anulado,motivo
258,3217975.0,,,,,1.0,,,,,"{'ID': 3217975.0, 'DNA': None, 'DTO': 100.0, 'EAN': 9000001973052.0, 'NOMBRE': 'Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '10.8462', 'CANTIDAD': 1.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 1.0, 'SUBTOTAL': 0.0, 'ESAPLAZOS': 0.0, 'PRECIODTO': 0.0, 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.16.26.686326 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197305.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.589475 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': 0.0, 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197305.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197305.0,9000001973052.0,197305.0,Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,0.0,,,,Producto no encontrado (197305)
259,3217979.0,,,,,1.0,,,,,"{'ID': 3217979.0, 'DNA': None, 'DTO': 100.0, 'EAN': 9000001973076.0, 'NOMBRE': 'Manual. Intervención en la atención sociosanitaria en instituciones (MF1018_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '30.8942', 'CANTIDAD': 1.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 1.0, 'SUBTOTAL': 0.0, 'ESAPLAZOS': 0.0, 'PRECIODTO': 0.0, 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.17.51.587560 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197307.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.592702 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': 0.0, 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197307.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197307.0,9000001973076.0,197307.0,Manual. Intervención en la atención sociosanitaria en instituciones (MF1018_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,0.0,,,,Producto no encontrado (197307)
261,3217978.0,,,,,14.0,,,,,"{'ID': 3217978.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973076.0, 'NOMBRE': 'Manual. Intervención en la atención sociosanitaria en instituciones (MF1018_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '30.8942', 'CANTIDAD': 14.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 0.0, 'SUBTOTAL': '432.52', 'ESAPLAZOS': 0.0, 'PRECIODTO': '30.8942', 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.17.39.345206 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197307.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.592210 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '17.3', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197307.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197307.0,9000001973076.0,197307.0,Manual. Intervención en la atención sociosanitaria en instituciones (MF1018_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,432.52,,,,Producto no encontrado (197307)
262,3217971.0,,,,,1.0,,,,,"{'ID': 3217971.0, 'DNA': None, 'DTO': 100.0, 'EAN': 9000001973038.0, 'NOMBRE': 'Manual. Animación social de personas dependientes en instituciones (UF0129). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '12.8846', 'CANTIDAD': 1.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 1.0, 'SUBTOTAL': 0.0, 'ESAPLAZOS': 0.0, 'PRECIODTO': 0.0, 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.15.07.657899 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197303.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.586309 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': 0.0, 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197303.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197303.0,9000001973038.0,197303.0,Manual. Animación social de personas dependientes en instituciones (UF0129). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,0.0,,,,Producto no encontrado (197303)
263,3217972.0,,,,,14.0,,,,,"{'ID': 3217972.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973045.0, 'NOMBRE': 'Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '11.0673', 'CANTIDAD': 14.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 0.0, 'SUBTOTAL': '154.94', 'ESAPLAZOS': 0.0, 'PRECIODTO': '11.0673', 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.15.38.540223 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197304.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.587414 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '6.2', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197304.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197304.0,9000001973045.0,197304.0,Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,154.94,,,,Producto no encontrado (197304)
264,3217974.0,,,,,14.0,,,,,"{'ID': 3217974.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973052.0, 'NOMBRE': 'Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '10.8462', 'CANTIDAD': 14.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 0.0, 'SUBTOTAL': '151.85', 'ESAPLAZOS': 0.0, 'PRECIODTO': '10.8462', 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.16.18.333633 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197305.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.589020 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '6.07', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197305.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197305.0,9000001973052.0,197305.0,Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,151.85,,,,Producto no encontrado (197305)
265,3217973.0,,,,,1.0,,,,,"{'ID': 3217973.0, 'DNA': None, 'DTO': 100.0, 'EAN': 9000001973045.0, 'NOMBRE': 'Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '11.0673', 'CANTIDAD': 1.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 1.0, 'SUBTOTAL': 0.0, 'ESAPLAZOS': 0.0, 'PRECIODTO': 0.0, 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.15.46.756152 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197304.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.587934 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': 0.0, 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197304.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197304.0,9000001973045.0,197304.0,Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,0.0,,,,Producto no encontrado (197304)
266,3217976.0,,,,,14.0,,,,,"{'ID': 3217976.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973069.0, 'NOMBRE': 'Manual. Intervención en la atención higiénico-alimentaria en instituciones (MF1017_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '21.7885', 'CANTIDAD': 14.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 0.0, 'SUBTOTAL': '305.04', 'ESAPLAZOS': 0.0, 'PRECIODTO': '21.7885', 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.16.52.744235 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197306.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.590566 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '12.2', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197306.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197306.0,9000001973069.0,197306.0,Manual. Intervención en la atención higiénico-alimentaria en instituciones (MF1017_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,305.04,,,,Producto no encontrado (197306)
267,3217977.0,,,,,1.0,,,,,"{'ID': 3217977.0, 'DNA': None, 'DTO': 100.0, 'EAN': 9000001973069.0, 'NOMBRE': 'Manual. Intervención en la atención higiénico-alimentaria en instituciones (MF1017_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '21.7885', 'CANTIDAD': 1.0, 'IDPEDIDO': 861659.0, 'SINCARGO': 1.0, 'SUBTOTAL': 0.0, 'ESAPLAZOS': 0.0, 'PRECIODTO': 0.0, 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '03-JUL-25 09.17.02.211422 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197306.0, 'UPDATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'UPDATED_ON': '03-JUL-25 11.20.09.591029 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': 0.0, 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': None, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197306.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861659.0,91.0,,197306.0,9000001973069.0,197306.0,Manual. Intervención en la atención higiénico-alimentaria en instituciones (MF1017_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,0.0,,,,Producto no encontrado (197306)
269,3218243.0,,,,,18.0,,,,,"{'ID': 3218243.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000002180756.0, 'NOMBRE': 'Manual. Operaciones auxiliares en el punto de venta (MF1327_1). Certificados de profesionalidad. Actividades auxiliares de comercio (COMT0211)', 'PRECIO': '20.1442', 'CANTIDAD': 18.0, 'IDPEDIDO': 861736.0, 'SINCARGO': 0.0, 'SUBTOTAL': '362.6', 'ESAPLAZOS': 0.0, 'PRECIODTO': '20.1442', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '04-JUL-25 08.43.57.675393 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 218075.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '07-JUL-25 09.00.18.997743 AM', 'FECHALIMITE': None, 'IDDIRECCION': 214152.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '14.5', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 218075.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861736.0,81.0,,218075.0,9000002180756.0,218075.0,Manual. Operaciones auxiliares en el punto de venta (MF1327_1). Certificados de profesionalidad. Actividades auxiliares de comercio (COMT0211),,,362.6,,,,Producto no encontrado (218075)
273,3218254.0,,,,,13.0,,,,,"{'ID': 3218254.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973021.0, 'NOMBRE': 'Manual. Apoyo en la organización de actividades para personas dependientes en instituciones (UF0128). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '13.6731', 'CANTIDAD': 13.0, 'IDPEDIDO': 861741.0, 'SINCARGO': 0.0, 'SUBTOTAL': '177.75', 'ESAPLAZOS': 0.0, 'PRECIODTO': '13.6731', 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '04-JUL-25 08.48.47.924079 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197302.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '07-JUL-25 09.45.13.898114 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '7.11', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197302.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861741.0,81.0,,197302.0,9000001973021.0,197302.0,Manual. Apoyo en la organización de actividades para personas dependientes en instituciones (UF0128). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,177.75,,,,Producto no encontrado (197302)
274,3218259.0,,,,,1.0,,,,,"{'ID': 3218259.0, 'DNA': None, 'DTO': 100.0, 'EAN': 9000001973052.0, 'NOMBRE': 'Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '10.8462', 'CANTIDAD': 1.0, 'IDPEDIDO': 861741.0, 'SINCARGO': 1.0, 'SUBTOTAL': 0.0, 'ESAPLAZOS': 0.0, 'PRECIODTO': 0.0, 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '04-JUL-25 08.50.36.486044 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197305.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '07-JUL-25 09.45.13.897481 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': 0.0, 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197305.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861741.0,81.0,,197305.0,9000001973052.0,197305.0,Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,0.0,,,,Producto no encontrado (197305)
275,3218264.0,,,,,14.0,,,,,"{'ID': 3218264.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973045.0, 'NOMBRE': 'Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '11.0673', 'CANTIDAD': 14.0, 'IDPEDIDO': 861741.0, 'SINCARGO': 0.0, 'SUBTOTAL': '154.94', 'ESAPLAZOS': 0.0, 'PRECIODTO': '11.0673', 'CREATED_BY': 'PATRICIA.VASCON@ORBEFORMACION.COM', 'CREATED_ON': '04-JUL-25 08.51.57.116694 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197304.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '07-JUL-25 09.45.13.897678 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '6.2', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197304.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,861741.0,81.0,,197304.0,9000001973045.0,197304.0,Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,154.94,,,,Producto no encontrado (197304)
